LocalAuthority,WardName,ONSCode,TotalVotes,ANSTEE_COUNT,ASLAM_COUNT,BROPHY_COUNT,BURNHAM_COUNT,FARMER_COUNT,MORRIS_COUNT,ODZE_COUNT,PATTERSON_COUNT,WinCandVotes,WinningCandidate,SecondMostVotes,Difference,PercDifference,PERC_DIFFERENCE,PERC_DIFFERENCE_SQ,PERC_DIFFERENCE_ORDER_TEN,COLOUR,Want of Official Mark,More than 1 Vote 1st Pref,Identifying Mark,Unmarked or Void,TOTAL REJECTED,TOTAL VOTES EXC. REJ,ANSTEE_PERC,ASLAM_PERC,BROPHY_PERC,BURNHAM_PERC,FARMER_PERC,MORRIS_PERC,ODZE_PERC,PATTERSON_PERC
WIGAN,Tyldesley,E05000860,2926,558,3,105,2042,22,48,72,52,2042,4,558,1484,1.14,114.15,13031.10,1141.54,,0,20,0,4,24,2902,19.2,0.1,3.6,70.4,0.8,1.7,2.5,1.8
WIGAN,Abram,E05000840,2217,265,3,17,1714,14,53,81,35,1714,4,265,1449,1.46,146.44,21443.97,1464.38,,1,26,0,8,35,2182,12.1,0.1,0.8,78.6,0.6,2.4,3.7,1.6
WIGAN,Ashton,E05000841,2518,371,0,43,1967,5,45,36,30,1967,4,371,1596,1.37,136.53,18639.61,1365.27,,0,16,0,5,21,2497,14.9,0.0,1.7,78.8,0.2,1.8,1.4,1.2
WIGAN,Bryn,E05000846,2443,342,3,48,1849,17,50,57,55,1849,4,342,1507,1.38,137.56,18923.51,1375.63,,0,21,1,0,22,2421,14.1,0.1,2.0,76.4,0.7,2.1,2.4,2.3
WIGAN,Hindley,E05000849,2370,316,4,48,1825,10,51,47,45,1825,4,316,1509,1.41,140.96,19870.33,1409.62,,0,18,0,6,24,2346,13.5,0.2,2.0,77.8,0.4,2.2,2.0,1.9
WIGAN,Hindley Green,E05000850,2291,383,3,49,1646,17,45,70,47,1646,4,383,1263,1.24,124.49,15498.96,1244.95,,0,28,0,3,31,2260,16.9,0.1,2.2,72.8,0.8,2.0,3.1,2.1
WIGAN,Orrell,E05000856,2929,693,1,76,1958,7,44,49,77,1958,4,693,1265,0.95,95.44,9107.97,954.36,,0,19,0,5,24,2905,23.9,0.0,2.6,67.4,0.2,1.5,1.7,2.7
WIGAN,Winstanley,E05000863,2544,407,0,54,1908,8,38,51,61,1908,4,407,1501,1.30,129.68,16815.87,1296.76,,0,16,0,1,17,2527,16.1,0.0,2.1,75.5,0.3,1.5,2.0,2.4
WIGAN,Worsley Mesnes,E05000864,2116,267,7,43,1636,6,44,53,38,1636,4,267,1369,1.44,143.88,20700.90,1438.78,,0,18,0,4,22,2094,12.8,0.3,2.1,78.1,0.3,2.1,2.5,1.8
WIGAN,Aspull New Springs Whelley,E05000842,2917,458,10,32,2205,13,42,65,58,2205,4,458,1747,1.31,131.21,17214.86,1312.05,,0,25,0,9,34,2883,15.9,0.3,1.1,76.5,0.5,1.5,2.3,2.0
WIGAN,Douglas,E05000847,2000,202,6,43,1571,4,32,68,54,1571,4,202,1369,1.54,154.43,23847.86,1544.28,,0,13,0,7,20,1980,10.2,0.3,2.2,79.3,0.2,1.6,3.4,2.7
WIGAN,Ince,E05000851,1844,171,4,68,1418,11,40,73,46,1418,4,171,1247,1.57,156.95,24634.58,1569.54,,0,11,0,2,13,1831,9.3,0.2,3.7,77.4,0.6,2.2,4.0,2.5
WIGAN,Pemberton,E05000857,1995,228,2,48,1515,7,39,79,49,1515,4,228,1287,1.48,147.68,21808.33,1476.76,,0,23,0,5,28,1967,11.6,0.1,2.4,77.0,0.4,2.0,4.0,2.5
WIGAN,Shevington with Lower Ground,E05000858,2823,616,6,85,1912,21,40,40,74,1912,4,616,1296,1.03,102.53,10512.74,1025.32,,1,21,0,7,29,2794,22.0,0.2,3.0,68.4,0.8,1.4,1.4,2.6
WIGAN,Standish with Langtree,E05000859,2718,742,5,69,1721,11,37,48,61,1721,4,742,979,0.79,79.50,6319.70,794.97,,0,15,0,9,24,2694,27.5,0.2,2.6,63.9,0.4,1.4,1.8,2.3
WIGAN,Wigan Central,E05000861,2851,618,6,75,1930,7,37,58,92,1930,4,618,1312,1.03,102.98,10605.44,1029.83,,1,19,1,7,28,2823,21.9,0.2,2.7,68.4,0.2,1.3,2.1,3.3
WIGAN,Wigan West,E05000862,2361,260,1,58,1842,9,42,56,69,1842,4,260,1582,1.51,150.52,22657.27,1505.23,,0,22,0,2,24,2337,11.1,0.0,2.5,78.8,0.4,1.8,2.4,3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
